		Cohort 1	Cohort 2	Cohort 3	Cohort 4	Cohort 5	Cohort 6	Cohort 7	Cohort 8	Cohort 9	Cohort 10			Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	
103	2			hypertension	renal disorders (excl nephropathies)							zolpidem	120,696	3.95992E-13	3.38594E-26	0.00000E00	0.00000E00	4.47222E-18	1.06424E-21	7.86165E-05	6.72157E-01		4.14819E-01	2.91682E-12	2.49047E-25	0.00000E00	0.00000E00	3.37224E-17	1.05036E-20	3.76382E-04	7.76201E-01		4.73946E-01	213	675	3,461	7,880	189	160	40	4		1	19.367	17.478	25.249	20.183	22.741	26.702	22.309	7.859		21.277	1.710	1.545	2.264	1.835	2.008	2.357	1.968	0.693		1.877	0.773	0.625	1.155	0.832	1.004	1.236	0.977	-0.529		0.908											
104	5		nephropathies	hypertension	renal disorders (excl nephropathies)	renal tubular disorder, renal tubular necrosis	renal tubular necrosis					darunavir	13,732	4.13562E-08	3.60916E-149	7.95801E-03	4.11559E-134	1.38915E-99	2.29375E-23	8.90394E-15	2.89604E-02	6.38979E-11	5.88536E-02	2.03409E-07	1.27144E-147	1.50549E-02	2.81736E-133	5.18499E-98	2.53991E-22	1.55345E-13	9.65346E-02	7.84202E-10	1.23692E-01	39	325	142	1,131	137	49	22	3	7	1	3.546	8.416	1.036	2.897	16.484	8.178	12.270	5.894	72.917	21.277	2.754	6.659	0.801	2.358	12.900	6.360	9.527	4.571	56.565	16.498	1.459	2.706	-0.316	1.167	3.676	2.665	3.250	2.192	5.821	4.044											
105												metamizole sodium	18,512	1.82970E-12	2.32650E-29	1.02848E-30	1.49273E-221	1.78730E-06	2.42220E-04	2.32481E-05	2.15224E-03	1.23697E-02		1.29711E-11	1.83922E-28	6.48214E-30	1.35448E-220	5.92987E-06	6.58491E-04	1.23788E-04	1.34874E-02	4.39448E-02		57	178	435	1,631	36	24	13	5	2		5.183	4.609	3.173	4.177	4.332	4.005	7.250	9.823	20.833		2.987	2.667	1.845	2.538	2.494	2.305	4.172	5.651	11.983		1.576	1.407	0.868	1.265	1.317	1.204	2.060	2.498	3.583												
106	1		nephropathies									ranitidine	98,997	2.81009E-05	1.36278E-44	1.99364E-301	0.00000E00	1.40444E-27	5.16485E-30	6.28403E-05	6.40333E-01	5.92120E-01		9.64276E-05	1.52875E-43	8.84217E-300	0.00000E00	1.69099E-26	7.25209E-29	3.10416E-04	7.52391E-01	6.66135E-01		147	653	2,787	6,485	190	159	35	3	1		13.366	16.909	20.332	16.610	22.861	26.535	19.520	5.894	10.417		1.438	1.824	2.221	1.842	2.462	2.857	2.100	0.634	1.120		0.524	0.863	1.129	0.837	1.298	1.513	1.070	-0.658	0.164												
107	2			hypertension	renal disorders (excl nephropathies)							gentamicin	13,439	3.55833E-15	4.32096E-197	5.90172E-18	0.00000E00	1.16408E-164	4.84374E-156	2.32724E-03				3.08797E-14	2.06583E-195	2.74459E-17	0.00000E00	7.24157E-163	3.88069E-154	8.12057E-03				52	377	297	2,637	190	165	8				4.728	9.762	2.167	6.754	22.861	27.537	4.462				3.757	7.928	1.733	6.413	18.357	22.075	3.536				1.905	2.951	0.780	2.420	4.179	4.447	1.822														
108												tazobactam	23,671	2.27071E-07	0.00000E00	5.88190E-04	0.00000E00	2.84079E-247	5.03814E-223	8.73366E-04	1.05828E-01			1.01144E-06	0.00000E00	1.30557E-03	0.00000E00	2.65081E-245	5.71828E-221	3.36225E-03	2.16257E-01			54	673	366	3,968	301	252	12	3			4.910	17.427	2.670	10.163	36.217	42.056	6.693	5.894			2.211	8.039	1.204	5.291	16.487	19.110	3.011	2.651			1.143	2.971	0.264	2.193	4.026	4.242	1.590	1.407													
109												senna glycosides	54,263	1.80362E-10	1.57357E-56	2.34907E-144	0.00000E00	4.63539E-25	1.52626E-17	7.89485E-05	4.81508E-02			1.06802E-09	2.39373E-55	4.36126E-143	0.00000E00	4.74016E-24	1.25227E-16	3.76382E-04	1.28895E-01			110	456	1,466	4,957	125	88	23	6			10.002	11.808	10.695	12.696	15.040	14.686	12.828	11.788			1.964	2.328	2.129	2.641	2.956	2.885	2.518	2.313			0.973	1.212	1.069	1.317	1.561	1.527	1.332	1.210													
110	2			hypertension	renal disorders (excl nephropathies)							adefovir dipivoxil	4,118	8.62553E-13	0.00000E00	1.18124E-05	0.00000E00	2.66925E-237	7.47305E-12	2.23602E-83	2.04994E-06	1.66615E-29		6.26180E-12	0.00000E00	3.12259E-05	0.00000E00	2.21399E-235	4.46416E-11	1.83354E-81	3.32232E-05	4.49861E-28		26	763	24	1,087	177	19	55	5	13		2.364	19.757	0.175	2.784	21.297	3.171	30.675	9.823	135.417		6.145	62.472	0.449	9.421	57.492	8.232	80.371	25.428	351.229		2.612	5.675	-1.143	2.848	5.783	3.035	6.309	4.667	8.452												
111												piperacillin and beta-lactamase inhibitor	22,400	1.87461E-07	0.00000E00	3.27041E-04	0.00000E00	2.20939E-240	2.88788E-218	5.46325E-03	9.35883E-02			8.42460E-07	0.00000E00	7.53137E-04	0.00000E00	1.94037E-238	2.80949E-216	1.73638E-02	2.02703E-01			52	650	351	3,805	290	244	10	3			4.728	16.831	2.561	9.746	34.894	40.721	5.577	5.894			2.250	8.209	1.221	5.376	16.790	19.558	2.652	2.802			1.168	3.000	0.283	2.212	4.052	4.275	1.407	1.486													
112	1			hypertension								rituximab	91,319	8.50227E-164	1.12875E-121	9.45884E-12	5.45008E-81	1.36327E-01	7.95840E-02	4.43103E-01	4.61683E-02	5.62610E-01	3.32923E-01	1.06987E-161	3.10484E-120	3.55634E-11	2.85601E-80	2.00250E-01	1.26333E-01	5.90804E-01	1.26088E-01	6.45984E-01	4.09578E-01	461	837	1,414	4,480	84	64	18	9	1	1	41.917	21.673	10.316	11.475	10.107	10.681	10.039	17.682	10.417	21.277	4.907	2.541	1.206	1.355	1.179	1.245	1.171	2.062	1.215	2.481	2.289	1.337	0.266	0.420	0.237	0.317	0.227	1.044	0.280	1.311											
113												potassium chloride	120,790	6.79875E-03	4.31535E-46	6.05055E-299	0.00000E00	2.72699E-61	4.46264E-64	1.17045E-10	1.00000E00			1.51866E-02	5.00880E-45	2.63474E-297	0.00000E00	7.40253E-60	1.41351E-62	1.39097E-09	1.00000E00			156	765	3,196	12,991	293	247	55	5			14.184	19.809	23.316	33.274	35.254	41.222	30.675	9.823			1.251	1.751	2.084	3.166	3.113	3.639	2.705	0.866			0.322	0.804	1.039	1.552	1.636	1.861	1.435	-0.208													
114	2		nephropathies		renal disorders (excl nephropathies)							cefalexin	21,744	5.52315E-19	8.60048E-38	4.13973E-279	0.00000E00	2.74665E-17	5.18923E-22	1.15114E-04				6.04344E-18	8.18472E-37	1.59914E-277	0.00000E00	1.98104E-16	5.24854E-21	5.30302E-04				76	217	1,052	2,197	62	59	13				6.910	5.619	7.675	5.627	7.460	9.846	7.250				3.392	2.769	3.898	2.953	3.660	4.832	3.552				1.759	1.460	1.910	1.462	1.869	2.269	1.828														
115	2			hypertension	renal disorders (excl nephropathies)							fenofibrate	47,100	7.18921E-01	3.83935E-33	1.96692E-50	0.00000E00	3.70619E-25	7.24486E-23	1.50599E-01	7.77598E-02	6.79316E-02	1.88098E-01	8.10733E-01	3.26670E-32	1.60777E-49	0.00000E00	3.84260E-24	7.89400E-22	2.57811E-01	1.76556E-01	1.38951E-01	2.77669E-01	51	349	1,005	3,966	115	91	12	5	2	1	4.637	9.037	7.332	10.158	13.837	15.187	6.693	9.823	20.833	21.277	1.048	2.051	1.672	2.415	3.133	3.438	1.513	2.221	4.710	4.810	0.068	1.031	0.729	1.199	1.645	1.780	0.597	1.151	2.236	2.266											
116	1			hypertension								sevelamer	18,180	9.96724E-23	3.70470E-38	8.06080E-15	0.00000E00	4.95088E-09	3.27217E-13	1.26229E-03	3.57849E-06			1.33191E-21	3.61119E-37	3.39290E-14	0.00000E00	2.14251E-08	2.15299E-12	4.68361E-03	4.80539E-05			75	195	361	2,654	41	41	10	8			6.819	5.049	2.634	6.798	4.933	6.842	5.577	15.717			4.006	2.978	1.553	4.491	2.893	4.014	3.268	9.208			1.998	1.564	0.625	1.993	1.531	2.003	1.708	3.202													
117	2			hypertension	renal disorders (excl nephropathies)							metoclopramide	76,948	1.56517E-03	8.26160E-47	3.50138E-73	0.00000E00	2.72546E-44	1.15524E-37	7.50447E-06	1.91099E-01		2.88875E-01	3.99225E-03	9.87458E-46	3.81173E-72	0.00000E00	5.35409E-43	2.21610E-36	4.30327E-05	3.24247E-01		3.65515E-01	109	549	1,604	6,039	196	151	32	6		1	9.911	14.216	11.702	15.468	23.583	25.200	17.847	11.788		21.277	1.372	1.974	1.632	2.237	3.269	3.492	2.470	1.631		2.944	0.456	0.976	0.695	1.098	1.706	1.802	1.304	0.706		1.558											
118	3		nephropathies	hypertension	renal disorders (excl nephropathies)							olmesartan medoxomil	50,753	4.61856E-10	1.13105E-28	1.83722E-214	0.00000E00	3.08086E-21	1.38747E-25	7.32040E-01	1.00000E00			2.64168E-09	8.83712E-28	5.23826E-213	0.00000E00	2.62841E-20	1.65766E-24	8.38018E-01	1.00000E00			103	353	1,589	6,239	112	100	7	2			9.365	9.141	11.592	15.980	13.476	16.689	3.904	3.929			1.967	1.924	2.478	3.682	2.831	3.506	0.819	0.824			0.974	0.939	1.282	1.745	1.499	1.808	-0.288	-0.279													
119	3		nephropathies	hypertension	renal disorders (excl nephropathies)							metolazone	9,960	4.43861E-08	2.65981E-21	7.82477E-55	0.00000E00	4.50283E-17	5.30257E-22	6.86491E-01	8.29826E-02			2.16903E-07	1.69552E-20	6.81467E-54	0.00000E00	3.18613E-16	5.27160E-21	8.06479E-01	1.83971E-01			32	106	339	2,488	41	41	2	2			2.910	2.745	2.473	6.372	4.933	6.842	1.115	3.929			3.117	2.955	2.702	8.747	5.291	7.341	1.192	4.201			1.637	1.553	1.403	2.768	2.399	2.871	0.254	2.071													
120	2			hypertension	renal disorders (excl nephropathies)							carvedilol	95,817	4.14901E-08	2.14601E-25	0.00000E00	0.00000E00	1.45610E-16	3.13708E-18	6.15465E-01	2.34999E-01			2.03409E-07	1.52268E-24	0.00000E00	0.00000E00	1.01115E-15	2.65386E-17	7.34617E-01	3.67580E-01			158	557	2,934	10,106	156	129	18	7			14.366	14.423	21.404	25.884	18.770	21.529	10.039	13.752			1.597	1.606	2.422	3.098	2.088	2.394	1.116	1.528			0.675	0.680	1.250	1.524	1.061	1.258	0.158	0.612													
121												simvastatin	247,529	2.10026E-04	7.42367E-36	0.00000E00	0.00000E00	3.35833E-53	4.43621E-71	2.71567E-01	3.73988E-01	7.29939E-01		6.27998E-04	6.68463E-35	0.00000E00	0.00000E00	7.71381E-52	1.51053E-69	4.13733E-01	5.00781E-01	7.88334E-01		316	1,291	5,814	19,344	438	392	34	15	1		28.732	33.429	42.415	49.546	52.701	65.421	18.963	29.470	10.417		1.236	1.440	1.844	2.227	2.269	2.817	0.816	1.268	0.448		0.306	0.524	0.867	1.092	1.181	1.493	-0.294	0.342	-1.158												
122												acetylsalicylic acid	608,533	2.88151E-03	1.75758E-83	0.00000E00	0.00000E00	1.33229E-92	1.01861E-108	7.50377E-02	1.03294E-01	3.78220E-01		7.04059E-03	3.52922E-82	0.00000E00	0.00000E00	4.85149E-91	4.95480E-107	1.54499E-01	2.12931E-01	4.86283E-01		702	3,141	14,441	43,665	963	805	85	38	3		63.830	81.333	105.351	111.839	115.871	134.346	47.407	74.656	31.250		1.117	1.425	1.864	2.031	2.029	2.352	0.829	1.306	0.547		0.159	0.509	0.882	0.968	1.020	1.233	-0.270	0.385	-0.871												
123	1				renal disorders (excl nephropathies)							famciclovir	3,608	1.02751E-16	9.60030E-38	4.45020E-56	4.05426E-110	5.18649E-08	2.39476E-07	4.55423E-01	1.58456E-01			9.81988E-16	9.09312E-37	3.93293E-55	2.51439E-109	1.99573E-07	9.56498E-07	6.00397E-01	2.87994E-01			29	82	188	450	16	13	1	1			2.637	2.123	1.372	1.153	1.925	2.170	0.558	1.965			7.836	6.388	4.215	3.743	5.702	6.422	1.646	5.799			2.960	2.648	2.017	1.766	2.506	2.679	0.719	2.535													
124	2		nephropathies		renal disorders (excl nephropathies)							levofloxacin	81,363	2.16934E-16	9.95475E-104	4.51013E-117	0.00000E00	6.72463E-23	5.66227E-27	1.62334E-09	2.96337E-01			2.03459E-15	2.43770E-102	7.05998E-116	0.00000E00	6.19746E-22	7.27549E-26	1.56605E-08	4.23339E-01			169	734	1,864	6,362	156	135	41	6			15.366	19.006	13.598	16.295	18.770	22.530	22.867	11.788			2.013	2.501	1.798	2.228	2.459	2.952	2.993	1.543			1.008	1.314	0.831	1.092	1.296	1.560	1.581	0.625													
125	2			hypertension	renal disorders (excl nephropathies)							fluvastatin	9,729	9.58468E-32	5.10785E-45	6.79707E-27	1.67600E-175	6.16368E-10	1.60304E-03	8.40860E-02	7.97375E-02			2.06755E-30	5.76211E-44	3.96082E-26	1.35280E-174	2.91214E-09	3.79711E-03	1.66146E-01	1.79246E-01			66	147	262	989	30	14	4	2			6.001	3.806	1.911	2.533	3.610	2.336	2.231	3.929			6.605	4.214	2.122	2.973	3.959	2.559	2.442	4.301			2.715	2.059	1.065	1.471	1.982	1.354	1.288	2.104													
126												albumin	6,577	7.25471E-20	1.30858E-38	6.59675E-06	0.00000E00	4.18506E-27	1.71980E-25	5.56712E-03	2.69864E-01			8.17508E-19	1.28806E-37	1.78724E-05	0.00000E00	4.95897E-26	2.03685E-24	1.76256E-02	3.96363E-01			42	111	129	1,722	45	38	5	1			3.819	2.874	0.941	4.411	5.415	6.342	2.789	1.965			6.216	4.716	1.534	9.318	8.819	10.320	4.517	3.181			2.628	2.218	0.607	2.836	3.132	3.360	2.175	1.669													
127	3	glomerulonephritis and nephrotic syndrome	nephropathies	hypertension								alemtuzumab	11,782	2.49081E-49	1.61242E-68	4.42086E-06	1.14654E-65	1.25208E-25	2.23622E-13	1.39903E-01	2.66029E-03		5.07075E-02	9.89769E-48	2.86526E-67	1.22263E-05	5.43904E-65	1.33525E-24	1.49300E-12	2.44087E-01	1.62381E-02		1.14322E-01	93	200	211	823	56	33	4	4		1	8.456	5.179	1.539	2.108	6.738	5.507	2.231	7.859		21.277	7.694	4.744	1.398	1.973	6.113	4.988	2.016	7.104		19.229	2.934	2.227	0.476	0.930	2.606	2.315	1.012	2.828		4.265											
128	3		nephropathies		renal disorders (excl nephropathies)	renal tubular disorder						rosuvastatin	121,997	5.50224E-04	9.18581E-21	4.35838E-165	0.00000E00	6.82713E-23	2.53989E-18	3.73792E-01	8.34446E-01	1.00000E00	1.01262E-01	1.52168E-03	5.72830E-20	8.99855E-164	0.00000E00	6.25332E-22	2.16208E-17	5.22163E-01	9.12068E-01	1.00000E00	1.79378E-01	166	651	2,755	7,587	205	152	16	6	1	2	15.094	16.857	20.098	19.433	24.666	25.367	8.924	11.788	10.417	42.553	1.318	1.474	1.772	1.742	2.155	2.215	0.779	1.029	0.909	3.714	0.398	0.557	0.811	0.762	1.106	1.147	-0.361	0.041	-0.137	1.893											
129												warfarin	198,061	1.21070E-08	2.41281E-16	1.65298E-124	0.00000E00	1.08613E-25	6.05506E-34	2.12740E-03	6.19674E-01		5.69965E-02	6.26082E-08	1.26499E-15	2.74922E-123	0.00000E00	1.17080E-24	1.03087E-32	7.46973E-03	7.31776E-01		1.22523E-01	290	946	3,814	17,308	300	260	52	11		3	26.368	24.496	27.824	44.331	36.097	43.391	29.002	21.611		63.830	1.418	1.318	1.505	2.516	1.942	2.334	1.559	1.162		3.431	0.503	0.397	0.581	1.253	0.956	1.222	0.641	0.216		1.779											
130	2			hypertension	renal disorders (excl nephropathies)							calcitonin (salmon synthetic)	6,067	8.94284E-15	7.79954E-17	1.81264E-102	1.10541E-140	4.10241E-04	8.30580E-04	2.03003E-02	2.51833E-01			7.58634E-14	4.21007E-16	2.53876E-101	7.78389E-140	1.02423E-03	2.05682E-03	5.28452E-02	3.83047E-01			34	71	331	678	14	11	4	1			3.091	1.838	2.415	1.737	1.685	1.836	2.231	1.965			5.450	3.253	4.425	3.305	2.961	3.226	3.917	3.448			2.440	1.690	2.083	1.608	1.564	1.688	1.969	1.786													
131	4	glomerulonephritis and nephrotic syndrome	nephropathies	hypertension	renal disorders (excl nephropathies)							azithromycin	45,852	1.82670E-07	4.82022E-60	2.41019E-86	2.03519E-241	1.16809E-33	4.90097E-30	2.07719E-01	7.31140E-01		1.76329E-02	8.23378E-07	7.62126E-59	2.96021E-85	1.91082E-240	1.69317E-32	6.95325E-29	3.30096E-01	8.14400E-01		6.07357E-02	87	416	1,123	3,171	129	102	11	1		2	7.911	10.772	8.193	8.122	15.522	17.023	6.135	1.965		42.553	1.838	2.515	1.925	1.952	3.612	3.959	1.425	0.456		9.882	0.877	1.323	0.928	0.915	1.850	1.983	0.511	-1.132		3.305											
132	3		nephropathies	hypertension	renal disorders (excl nephropathies)							gliclazide	23,141	4.17254E-14	6.25594E-60	6.96353E-18	0.00000E00	3.57389E-09	3.27264E-07	2.25182E-15	3.03312E-01			3.36927E-13	9.81400E-59	3.23210E-17	0.00000E00	1.57399E-08	1.28084E-06	4.01411E-14	4.30685E-01			69	272	457	2,942	48	35	28	2			6.274	7.043	3.334	7.535	5.775	5.841	15.616	3.929			2.892	3.267	1.545	3.826	2.661	2.690	7.193	1.808			1.529	1.696	0.617	1.794	1.410	1.426	2.845	0.854													
133												rilmenidine	2,975	4.34989E-06	4.83285E-21	4.69145E-27	1.45078E-259	3.19921E-23	3.49355E-10	9.04716E-02	9.18669E-03			1.64620E-05	3.05169E-20	2.75393E-26	1.43696E-258	3.02305E-22	1.84427E-09	1.76096E-01	4.27500E-02			14	54	121	608	30	15	2	2			1.273	1.398	0.883	1.557	3.610	2.503	1.115	3.929			4.573	5.078	3.251	6.748	13.040	8.999	3.994	14.071			2.188	2.323	1.660	2.479	3.691	3.163	1.997	3.814													
134												cilnidipine	2,814	1.83372E-31	1.20008E-43	5.70629E-26	3.45763E-133	4.87448E-01	2.12382E-01	8.23556E-02	8.26075E-03			3.84573E-30	1.33136E-42	3.23087E-25	2.36097E-132	5.69878E-01	2.92482E-01	1.64711E-01	3.92177E-02			40	80	115	426	3	3	2	2			3.637	2.072	0.839	1.091	0.361	0.501	1.115	3.929			13.945	8.038	3.267	4.686	1.366	1.895	4.223	14.877			3.783	2.970	1.666	2.046	0.450	0.922	2.077	3.894													
135												paracetamol, combinations excl. psycholeptics	378,487	8.36682E-01	6.46516E-39	0.00000E00	0.00000E00	3.38239E-23	3.51651E-40	3.80777E-06	5.43417E-02		1.00000E00	9.00622E-01	6.42675E-38	0.00000E00	0.00000E00	3.17604E-22	7.04336E-39	2.27910E-05	1.37725E-01		1.00000E00	395	1,872	10,714	22,835	477	428	103	10		1	35.916	48.474	78.162	58.487	57.394	71.429	57.446	19.646		21.277	1.010	1.365	2.234	1.687	1.615	2.010	1.616	0.553		0.599	0.015	0.447	1.137	0.718	0.691	1.007	0.692	-0.856		-0.741											
136	3		nephropathies	hypertension	renal disorders (excl nephropathies)							clopidogrel	154,075	9.68132E-01	6.83705E-19	7.14492E-200	0.00000E00	2.48925E-10	3.16120E-07	9.12673E-02	2.65176E-01	4.05418E-01	4.95963E-01	1.00000E00	4.00256E-18	1.86001E-198	0.00000E00	1.21453E-09	1.24079E-06	1.76730E-01	3.92799E-01	5.06773E-01	5.44242E-01	158	779	3,444	11,623	195	138	17	4	2	1	14.366	20.171	25.125	29.770	23.463	23.031	9.481	7.859	20.833	21.277	0.993	1.396	1.753	2.143	1.622	1.592	0.655	0.543	1.440	1.470	-0.010	0.479	0.796	1.041	0.697	0.670	-0.610	-0.881	0.526	0.556											
137	2			hypertension	renal disorders (excl nephropathies)							propofol	21,519	9.24176E-06	2.64823E-12	4.63105E-15	0.00000E00	7.78865E-34	1.88354E-33	1.01613E-01	2.06687E-02	1.02494E-03		3.34654E-05	1.17908E-11	1.98060E-14	0.00000E00	1.14004E-32	3.12851E-32	1.91108E-01	8.02835E-02	5.32181E-03		46	147	416	2,593	87	74	7	4	3		4.183	3.806	3.035	6.641	10.468	12.350	3.904	7.859	31.250		2.072	1.889	1.511	3.599	5.196	6.128	1.932	3.889	15.464		1.049	0.913	0.586	1.716	2.373	2.611	0.950	1.959	3.951												
138	4	glomerulonephritis and nephrotic syndrome	nephropathies	hypertension	renal disorders (excl nephropathies)							ketoprofen	13,848	1.72926E-19	3.70308E-48	6.06669E-21	1.60949E-242	7.67270E-17	6.79557E-15	3.04026E-01	4.70200E-03			1.91999E-18	4.56184E-47	3.04606E-20	1.52170E-241	5.35296E-16	4.89826E-14	4.45978E-01	2.48308E-02			60	184	316	1,394	48	38	4	4			5.456	4.764	2.305	3.570	5.775	6.342	2.231	7.859			4.208	3.699	1.791	2.941	4.453	4.887	1.715	6.044			2.069	1.873	0.826	1.457	2.151	2.286	0.778	2.595													
139	2			hypertension	renal disorders (excl nephropathies)							hydrocortisone	55,626	1.70593E-02	1.62106E-16	3.48660E-136	8.28118E-289	8.43790E-13	1.23770E-07	1.83660E-06	2.00081E-01		1.11049E-04	3.45160E-02	8.58864E-16	6.09519E-135	9.10256E-288	4.84530E-12	5.04713E-07	1.17657E-05	3.29466E-01		9.18006E-04	76	329	1,467	3,833	98	65	27	5		4	6.910	8.519	10.702	9.817	11.792	10.848	15.059	9.823		85.106	1.323	1.634	2.077	1.944	2.259	2.078	2.883	1.880		16.291	0.403	0.705	1.035	0.910	1.174	1.054	1.527	0.911		4.026											
140												bisacodyl	14,972	3.99467E-02	4.85829E-30	1.80269E-71	8.52725E-289	7.65878E-21	3.51659E-24	1.33333E-05	9.91587E-05			7.43766E-02	3.93365E-29	1.89362E-70	9.33509E-288	6.38802E-20	3.99133E-23	7.33778E-05	1.05920E-03			24	157	486	1,563	56	52	12	6			2.182	4.065	3.546	4.003	6.738	8.678	6.693	11.788			1.553	2.911	2.572	3.062	4.806	6.189	4.762	8.386			0.634	1.532	1.334	1.509	2.261	2.626	2.251	3.067													
141												insulin lispro	134,305	1.85187E-01	8.52692E-37	9.00722E-150	0.00000E00	1.52377E-26	7.42631E-32	2.52660E-02	7.30101E-02	1.00000E00		2.76402E-01	7.85415E-36	1.71209E-148	0.00000E00	1.73664E-25	1.14939E-30	6.31650E-02	1.69875E-01	1.00000E00		123	789	2,901	10,749	230	197	34	11	1		11.184	20.430	21.164	27.531	27.674	32.877	18.963	21.611	10.417		0.887	1.623	1.693	2.285	2.196	2.609	1.503	1.713	0.826		-0.174	0.696	0.747	1.126	1.133	1.382	0.588	0.777	-0.276												
142	2			hypertension	renal disorders (excl nephropathies)							darbepoetin alfa	48,443	3.07888E-25	7.31507E-29	8.22496E-44	0.00000E00	3.26434E-08	6.21199E-07	4.78127E-06	2.92721E-05			4.79290E-24	5.73776E-28	6.31371E-43	0.00000E00	1.29275E-07	2.37661E-06	2.78060E-05	3.62050E-04			139	342	997	4,527	76	57	24	11			12.639	8.856	7.273	11.595	9.145	9.513	13.385	21.611			2.783	1.953	1.611	2.708	2.011	2.092	2.943	4.751			1.474	0.961	0.677	1.350	1.007	1.064	1.557	2.248													
143												ampicillin	10,107	1.91556E-07	8.86274E-49	9.90745E-34	0.00000E00	1.73087E-03	1.72348E-02	2.96622E-02	8.50685E-02			8.58307E-07	1.11227E-47	6.46549E-33	0.00000E00	3.96956E-03	3.23777E-02	7.07065E-02	1.87710E-01			31	156	289	1,358	18	12	5	2			2.819	4.039	2.108	3.478	2.166	2.003	2.789	3.929			2.975	4.306	2.257	4.078	2.284	2.111	2.939	4.140			1.570	2.089	1.151	1.873	1.190	1.077	1.555	2.049													
144	4			hypertension	renal disorders (excl nephropathies)	renal tubular necrosis	renal tubular necrosis					daclizumab	4,305	1.28554E-15	9.23462E-50	5.17818E-06	1.55681E-218	1.86864E-60	6.78436E-46	1.64501E-01	1.84545E-02			1.14862E-14	1.19633E-48	1.42059E-05	1.40320E-217	4.72860E-59	1.59316E-44	2.76983E-01	7.35054E-02			30	104	92	675	66	49	2	2			2.728	2.693	0.671	1.729	7.941	8.178	1.115	3.929			6.787	6.800	1.674	4.885	19.931	20.446	2.760	9.722			2.754	2.736	0.731	2.096	4.296	4.338	1.464	3.281													
145	2			hypertension	renal disorders (excl nephropathies)							dexamethasone	188,476	8.04248E-08	4.29698E-46	5.81973E-67	0.00000E00	2.61243E-22	2.23712E-25	3.47257E-07	3.09157E-01	2.41894E-01		3.83096E-07	5.00880E-45	5.85641E-66	0.00000E00	2.34961E-21	2.62669E-24	2.47610E-06	4.37662E-01	3.66919E-01		273	1,083	3,310	13,547	278	228	64	12	3		24.823	28.043	24.147	34.698	33.450	38.051	35.694	23.576	31.250		1.403	1.588	1.371	2.034	1.891	2.151	2.017	1.332	1.765		0.488	0.664	0.448	0.971	0.918	1.104	1.012	0.413	0.820												
146												nicardipine	6,834	1.03556E-03	2.36411E-10	2.17249E-70	6.90000E-323	2.20054E-11	9.33517E-10	1.93473E-04	4.53598E-03			2.69603E-03	9.38168E-10	2.25243E-69	8.25000E-322	1.15278E-10	4.70908E-09	8.30617E-04	2.42263E-02			17	62	298	1,038	27	21	7	3			1.546	1.605	2.174	2.659	3.249	3.505	3.904	5.894			2.412	2.515	3.496	4.705	5.078	5.474	6.088	9.186			1.268	1.323	1.760	2.050	2.340	2.449	2.605	3.199													
147												midazolam	20,115	1.52513E-01	4.05977E-15	5.56645E-48	0.00000E00	5.90636E-33	1.81718E-34	5.35970E-05	2.50111E-01	1.44693E-02		2.37173E-01	2.03801E-14	4.44388E-47	0.00000E00	8.24130E-32	3.13291E-33	2.71294E-04	3.82906E-01	5.00862E-02		14	149	523	3,545	83	73	13	2	2		1.273	3.858	3.815	9.080	9.987	12.183	7.250	3.929	20.833		0.674	2.050	2.047	5.620	5.304	6.468	3.840	2.080	11.028		-0.570	1.030	1.014	2.265	2.402	2.689	1.940	1.056	3.463												
148	2			hypertension	renal disorders (excl nephropathies)							busulfan	9,011	5.68123E-12	7.47757E-30	3.66320E-27	5.09733E-209	2.19135E-13	1.67201E-06	1.93489E-02	3.50123E-01			3.82975E-11	5.98206E-29	2.16626E-26	4.53394E-208	1.30867E-12	6.10531E-06	5.06903E-02	4.75079E-01			37	116	249	1,009	34	19	5	1			3.364	3.004	1.817	2.584	4.091	3.171	2.789	1.965			3.987	3.582	2.179	3.313	4.848	3.752	3.296	2.322			1.991	1.827	1.102	1.611	2.273	1.906	1.720	1.215													
